country	pm_id	lr	encoder	comment
UA	#pp.bl	CCL	AnnaKryvenko	The participating parties were C to CL (https://uk.wikipedia.org/wiki/%D0%9D%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D0%B0_%D0%BF%D0%B0%D1%80%D1%82%D1%96%D1%8F_(%D0%A3%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D0%B0) & https://uk.wikipedia.org/wiki/%D0%A1%D0%B8%D0%BB%D1%8C%D0%BD%D0%B0_%D0%A3%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D0%B0)
UA	#pp.BPP	CR	AnnaKryvenko	en.wiki
UA	#pp.But	CCL	AnnaKryvenko	c.f. https://uk.wikipedia.org/wiki/%D0%92%D1%81%D0%B5%D1%83%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D1%81%D1%8C%D0%BA%D0%B5_%D0%BE%D0%B1%27%D1%94%D0%B4%D0%BD%D0%B0%D0%BD%D0%BD%D1%8F_%C2%AB%D0%91%D0%B0%D1%82%D1%8C%D0%BA%D1%96%D0%B2%D1%89%D0%B8%D0%BD%D0%B0%C2%BB ;  https://razumkov.org.ua/uploads/article/2017_PARTII.pdf; https://razumkov.org.ua/uploads/article/2020_part_sistem.pdf
UA	#pp.byut	BT	AnnaKryvenko	en.wiki ; c.f. https://razumkov.org.ua/uploads/article/2017_PARTII.pdf
UA	#pp.CPSU	FL	AnnaKryvenko	en.wiki
UA	#pp.CUN	FR	AnnaKryvenko	en.wiki
UA	#pp.Demo	C	AnnaKryvenko	Before they changed their name they supported За ЄдУ (C) at the 2002 election https://uk.wikipedia.org/wiki/%D0%92%D1%81%D0%B5%D1%83%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D1%81%D1%8C%D0%BA%D0%B5_%D0%BE%D0%B1%27%D1%94%D0%B4%D0%BD%D0%B0%D0%BD%D0%BD%D1%8F_%C2%AB%D0%94%D0%B5%D0%BC%D0%BE%D0%BA%D1%80%D0%B0%D1%82%D0%B8%C2%BB
UA	#pp.dpuds	CR	AnnaKryvenko	The participating parties are https://en.wikipedia.org/wiki/Democratic_Party_of_Ukraine (split from РУХ) & https://uk.wikipedia.org/wiki/%D0%94%D0%B5%D0%BC%D0%BE%D0%BA%D1%80%D0%B0%D1%82%D0%B8%D1%87%D0%BD%D0%B8%D0%B9_%D1%81%D0%BE%D1%8E%D0%B7#%D0%94%D0%A1_%D0%B2_%D0%A3%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D1%96
UA	#pp.ES	CR	AnnaKryvenko	en.wiki
UA	#pp.Hol	CR	AnnaKryvenko	en.wiki
UA	#pp.Hrom	CL	AnnaKryvenko	en.wiki
UA	#pp.Kpu	FL	AnnaKryvenko	en.wiki
UA	#pp.Kray	CL	AnnaKryvenko	en.wiki
UA	#pp.Lab	CL	AnnaKryvenko	en.wiki
UA	#pp.NED	C	AnnaKryvenko	НЕР = Demo
UA	#pp.NF	CRR	AnnaKryvenko	en.wiki
UA	#pp.Novi	C	AnnaKryvenko	uk.wiki
UA	#pp.NP	CL	AnnaKryvenko	c.f. https://uk.wikipedia.org/wiki/%D0%9D%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D0%B0_%D0%BF%D0%B0%D1%80%D1%82%D1%96%D1%8F_(%D0%A3%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D0%B0)
UA	#pp.NRU	CR	AnnaKryvenko	en.wiki
UA	#pp.nu02	CR	AnnaKryvenko	en.wiki
UA	#pp.nu06	CR	AnnaKryvenko	en.wiki
UA	#pp.nuns	CR	AnnaKryvenko	en.wiki
UA	#pp.OB	CCL	AnnaKryvenko	c.f. https://razumkov.org.ua/uploads/article/2017_PARTII.pdf
UA	#pp.OPZZh	CCL	AnnaKryvenko	c.f. https://razumkov.org.ua/uploads/article/2020_part_sistem.pdf
UA	#pp.OurU	CR	AnnaKryvenko	en.wiki
UA	#pp.Patr	R	AnnaKryvenko	This party is not the same as the Patriot of Ukraine. They don't have a page in Wikipedia. https://www.unian.ua/elections/10607316-politichni-sili-ukrajini-partiya-patriot.html?_gl=1*3q26jd*_ga*MTU1MDUyMDkzOC4xNjkzNTUyNzcx*_ga_TECJ2YKWSJ*MTY5MzU1MzAzMy4xLjAuMTY5MzU1MzAzMy42MC4wLjA.*_ga_DENC12J6P3*MTY5MzU1MzAzMy4xLjAuMTY5MzU1MzAzMy42MC4wLjA.; https://uk.wikipedia.org/wiki/%D0%93%D0%BE%D0%BB%D0%BE%D0%BC%D1%88%D0%B0_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%AF%D1%80%D0%BE%D1%81%D0%BB%D0%B0%D0%B2%D0%BE%D0%B2%D0%B8%D1%87; https://www.chesno.org/party/138/
UA	#pp.PP	CL	AnnaKryvenko	c.f. https://en.wikipedia.org/wiki/Party_of_Labor_(Ukraine) (the external link under the entry labels it as CL)
UA	#pp.PRP	CR	AnnaKryvenko	en.wiki
UA	#pp.Reg	C	AnnaKryvenko	en.wiki
UA	#pp.Right	RRF	AnnaKryvenko	en.wiki
UA	#pp.RP	SY	AnnaKryvenko	en.wiki
UA	#pp.RPU	CR	AnnaKryvenko	c.f. https://en.wikipedia.org/wiki/Ukrainian_Republican_Party  This party merged into Sobor, which ih CR.
UA	#pp.S-H	CR	AnnaKryvenko	en.wiki
UA	#pp.SDPU	CCL	AnnaKryvenko	en.wiki
UA	#pp.Sea	C	AnnaKryvenko	c.f. http://45852.hainyzhn.web.hosting-test.net/doc/2012doc..u2.php
UA	#pp.Self	CR	AnnaKryvenko	en.wiki
UA	#pp.SL	C	AnnaKryvenko	en.wiki
UA	#pp.SN	C	AnnaKryvenko	en.wiki
UA	#pp.Soyuz	BT	AnnaKryvenko	en.wiki
UA	#pp.Spravy	CL	AnnaKryvenko	uk.wiki No information in the uk.wiki on the party's political orientation. It is a political project of the regional elites in Khmelnytska Oblast related to the former Party of Regions.  )_(https://uk.wikipedia.org/wiki/%D0%97%D0%B0_%D0%BA%D0%BE%D0%BD%D0%BA%D1%80%D0%B5%D1%82%D0%BD%D1%96_%D1%81%D0%BF%D1%80%D0%B0%D0%B2%D0%B8).
UA	#pp.SPU	L	AnnaKryvenko	en.wiki
UA	#pp.Sv	RRF	AnnaKryvenko	en.wiki
UA	#pp.Sylna	CCL	AnnaKryvenko	Information obtained from https://en.wikipedia.org/wiki/Strong_Ukraine + https://uk.wikipedia.org/wiki/%D0%A1%D0%B8%D0%BB%D1%8C%D0%BD%D0%B0_%D0%A3%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D0%B0
UA	#pp.Trud	CL	AnnaKryvenko	en.wiki
UA	#pp.UC	C	AnnaKryvenko	en.wiki
UA	#pp.Ud	C	AnnaKryvenko	en.wiki
UA	#pp.Ukrop	SY	AnnaKryvenko	en.wiki
UA	#pp.Unity	CCR	AnnaKryvenko	c.f. uk.wiki  (The party bloced with the CR Our Ukraine but supported the C Party of Regions)
UA	#pp.UnityOO	CCR	AnnaKryvenko	c.f. uk.wiki (The party bloced with the CR Our Ukraine but supported the C Party of Regions)
UA	#pp.UNP	CR	AnnaKryvenko	en.wiki
UA	#pp.UP	R	AnnaKryvenko	uk.wiki
UA	#pp.USH	C	AnnaKryvenko	en.wiki
UA	#pp.UV	CL	AnnaKryvenko	en.wiki
UA	#pp.Vdr	C	AnnaKryvenko	Related to the Party of Regions
UA	#pp.Volia	C	AnnaKryvenko	en.wiki
UA	#pp.zaedu	C	AnnaKryvenko	en.wiki
UA	#pp.Zastrup	C	AnnaKryvenko	A single issue party mixing CL and CR points in their program.
UA	#pp.zm	CR	AnnaKryvenko	en.wiki
UA	#pp.cp	C	AnnaKryvenko	en.wiki
UA	#pp.justice	CL	AnnaKryvenko	en.wiki
UA	#pp.ndp	CCL	AnnaKryvenko	en.wiki
UA	#pp.nsnu	CR	AnnaKryvenko	en.wiki
UA	#pp.urdp	SY	AnnaKryvenko	en.wiki
UA	#pp.usdp	CL	AnnaKryvenko	en.wiki
UA	#pp.pzy	CR	AnnaKryvenko	uk.wiki
UA	#pp.pora	CR	AnnaKryvenko	The party bloced with #pp.PRP
UA	#pp.epu	C	AnnaKryvenko	en.wiki
UA	#pp.xds	CR	AnnaKryvenko	en.wiki
UA	#pp.sobor02	CR	AnnaKryvenko	en.wiki
UA	#pp.sobor11	CR	AnnaKryvenko	en.wiki
UA	#pp.resplat	CR	AnnaKryvenko	en.wiki
UA	#pp.lpu	C	AnnaKryvenko	In 1998, the party bloced with pp.PP (CL) and in 2002 with pp.nu02 (CR)
UA	#pp.rxp	CR	AnnaKryvenko	uk.wiki
UA	#pp.solid	CR	AnnaKryvenko	en.wiki
UA	#pp.youth	C	AnnaKryvenko	In 2010, the party supported Yanukovych (pp.Reg)
UA	#gr.ppu-pwill	C	AnnaKryvenko	ppu (C) & gr.pwill
UA	#gr.pwill	C	AnnaKryvenko	The group bloced with ppu (C)
UA	#gr.demi	C	AnnaKryvenko	Its leader later joined fr.edup
UA	#gr.narod	C	AnnaKryvenko	The group later bloced with gr.demi (C)
UA	#gr.demi-narod	C	AnnaKryvenko	The group later merged into fr.edup (C)
UA	#fr.edup	C	AnnaKryvenko	In 2004, the party supported Yanukovych, in 2005 it merged into pp.But
UA	#fr.edu	C	AnnaKryvenko	In June 2002, the fraction initially fell into 6 factions and groups: gr.narod (C), fr.ppu-lab (CCL), gr.au (C), fr.ndp (CCL), fr.reg (C) and gr.ech (C)
UA	#gr.ech	C	AnnaKryvenko	In Nov 2003, the group merged into fr.reg
UA	#gr.pch	C	AnnaKryvenko	Based on fr.edu, renamed to gr.soyuz ; https://www.pravda.com.ua/news/2002/07/5/2989640/
UA	#gr.soyuz	C	AnnaKryvenko	gr.pch was renamed to gr.soyuz
UA	#gr.centre	C	AnnaKryvenko	Several group members were affiliated with the other C groups in the Rada at other times.
UA	#fr.ppu-lab	CCL	AnnaKryvenko	ppu (C) & lab (CL)
UA	#fr.ndp-ppu	CCL	AnnaKryvenko	ndp (CCL) & ppu (C)
UA	#fr.lab	CL	AnnaKryvenko	en.wiki
UA	#fr.ndp	CCL	AnnaKryvenko	en.wiki
UA	#fr.lab-ndp	CCL	AnnaKryvenko	lab (CL) & ndp (CCL)
UA	#fr.ndp-resp	CCL	AnnaKryvenko	Renamed, previously fr.lab-ndp (CCL)
UA	#fr.ndp-lab	CCL	AnnaKryvenko	ndp (CCL) & lab (CL)
UA	#fr.au	C	AnnaKryvenko	Based on gr.au (C)
UA	#fr.napu	C	AnnaKryvenko	Renamed, previously fr.apu (C)
UA	#gr.du	CL	AnnaKryvenko	en.wiki, also see uk.wiki
UA	#fr.nsnu	CR	AnnaKryvenko	en.wiki
