Code	Char	Occurs	%	In docs	%	Unicode name
U+0424	Ф	         6	 0.02	       2	66.67	CYRILLIC CAPITAL LETTER EF
U+0425	Х	         3	 0.01	       2	66.67	CYRILLIC CAPITAL LETTER HA
U+0426	Ц	        16	 0.04	       3	100.00	CYRILLIC CAPITAL LETTER TSE
U+0427	Ч	         5	 0.01	       3	100.00	CYRILLIC CAPITAL LETTER CHE
U+0428	Ш	         6	 0.02	       2	66.67	CYRILLIC CAPITAL LETTER SHA
U+0429	Щ	         4	 0.01	       2	66.67	CYRILLIC CAPITAL LETTER SHCHA
U+042A	Ъ	         3	 0.01	       1	33.33	CYRILLIC CAPITAL LETTER HARD SIGN
U+042E	Ю	         1	 0.00	       1	33.33	CYRILLIC CAPITAL LETTER YU
U+042F	Я	         3	 0.01	       1	33.33	CYRILLIC CAPITAL LETTER YA
U+0430	а	      3594	 9.60	       3	100.00	CYRILLIC SMALL LETTER A
U+0431	б	       288	 0.77	       3	100.00	CYRILLIC SMALL LETTER BE
U+0432	в	      1253	 3.35	       3	100.00	CYRILLIC SMALL LETTER VE
U+0433	г	       413	 1.10	       3	100.00	CYRILLIC SMALL LETTER GHE
U+0434	д	       979	 2.61	       3	100.00	CYRILLIC SMALL LETTER DE
U+0435	е	      2766	 7.39	       3	100.00	CYRILLIC SMALL LETTER IE
U+0436	ж	       165	 0.44	       3	100.00	CYRILLIC SMALL LETTER ZHE
U+0437	з	       705	 1.88	       3	100.00	CYRILLIC SMALL LETTER ZE
U+0438	и	      2884	 7.70	       3	100.00	CYRILLIC SMALL LETTER I
U+0439	й	        72	 0.19	       3	100.00	CYRILLIC SMALL LETTER SHORT I
U+043A	к	       939	 2.51	       3	100.00	CYRILLIC SMALL LETTER KA
U+043B	л	      1038	 2.77	       3	100.00	CYRILLIC SMALL LETTER EL
U+043C	м	       603	 1.61	       3	100.00	CYRILLIC SMALL LETTER EM
U+043D	н	      2335	 6.23	       3	100.00	CYRILLIC SMALL LETTER EN
U+043E	о	      2651	 7.08	       3	100.00	CYRILLIC SMALL LETTER O
U+043F	п	       923	 2.46	       3	100.00	CYRILLIC SMALL LETTER PE
U+0440	р	      1599	 4.27	       3	100.00	CYRILLIC SMALL LETTER ER
U+0441	с	      1386	 3.70	       3	100.00	CYRILLIC SMALL LETTER ES
U+0442	т	      2248	 6.00	       3	100.00	CYRILLIC SMALL LETTER TE
U+0443	у	       347	 0.93	       3	100.00	CYRILLIC SMALL LETTER U
U+0444	ф	        82	 0.22	       3	100.00	CYRILLIC SMALL LETTER EF
U+0445	х	        69	 0.18	       3	100.00	CYRILLIC SMALL LETTER HA
U+0446	ц	       175	 0.47	       3	100.00	CYRILLIC SMALL LETTER TSE
U+0447	ч	       261	 0.70	       3	100.00	CYRILLIC SMALL LETTER CHE
U+0448	ш	       107	 0.29	       3	100.00	CYRILLIC SMALL LETTER SHA
U+0449	щ	       101	 0.27	       3	100.00	CYRILLIC SMALL LETTER SHCHA
U+044A	ъ	       475	 1.27	       3	100.00	CYRILLIC SMALL LETTER HARD SIGN
U+044C	ь	         4	 0.01	       2	66.67	CYRILLIC SMALL LETTER SOFT SIGN
U+044E	ю	        55	 0.15	       3	100.00	CYRILLIC SMALL LETTER YU
U+044F	я	       462	 1.23	       3	100.00	CYRILLIC SMALL LETTER YA
U+2013	–	        44	 0.12	       3	100.00	EN DASH
U+201C	“	        46	 0.12	       3	100.00	LEFT DOUBLE QUOTATION MARK
U+201D	”	        13	 0.03	       1	33.33	RIGHT DOUBLE QUOTATION MARK
U+201E	„	        59	 0.16	       3	100.00	DOUBLE LOW-9 QUOTATION MARK
U+2116	№	        16	 0.04	       3	100.00	NUMERO SIGN
Σ	103	37450	100.00	3	100.00	*
