Country	PersonID	Role	From	To	Gov.	Ministry	Name-xx	Name-en	Comment
GB	MarkSpencer	minister	2017-06-15	2018-01-09	PoGB	-	-	-	-
GB	MarkSpencer	minister	2018-01-09	2018-07-26	PoGB	-	-	-	-
GB	MarkSpencer	minister	2018-07-26	2019-07-24	PoGB	-	-	-	-
GB	MarkSpencer	minister	2019-07-24	-	PoGB	-	-	-	-
GB	DavidMaclean	minister	1987-06-18	1988-07-25	PoGB	-	-	-	-
GB	DavidMaclean	minister	1988-07-27	1989-07-24	PoGB	-	-	-	-
GB	DavidMaclean	minister	1989-06-26	1992-04-15	PoGB	-	-	-	-
GB	DavidMaclean	minister	1992-04-14	1993-05-26	PoGB	-	-	-	-
GB	DavidMaclean	minister	1993-05-27	1997-05-01	PoGB	-	-	-	-
GB	NicholasBrown	minister	1997-05-03	1998-07-26	PoGB	-	-	-	-
GB	NicholasBrown	minister	1998-07-27	2001-06-08	PoGB	-	-	-	-
GB	NicholasBrown	minister	2001-06-08	2003-06-13	PoGB	-	-	-	-
GB	NicholasBrown	minister	2007-06-28	2008-10-03	PoGB	-	-	-	-
GB	NicholasBrown	minister	2007-06-29	2010-05-06	PoGB	-	-	-	-
GB	NicholasBrown	minister	2008-10-03	2010-05-06	PoGB	-	-	-	-
GB	SimonBurns	minister	1994-07-20	1995-07-07	PoGB	-	-	-	-
GB	SimonBurns	minister	1995-07-08	1996-07-23	PoGB	-	-	-	-
GB	SimonBurns	minister	1996-07-23	1997-05-02	PoGB	-	-	-	-
GB	SimonBurns	minister	2010-05-13	2012-09-06	PoGB	-	-	-	-
GB	SimonBurns	minister	2012-09-06	2013-10-04	PoGB	-	-	-	-
GB	AlanDuncan	minister	2010-05-14	2014-07-15	PoGB	-	-	-	-
GB	AlanDuncan	minister	2016-07-17	2019-07-22	PoGB	-	-	-	-
GB	NickyMorgan	minister	2012-09-06	2013-10-07	PoGB	-	-	-	-
GB	NickyMorgan	minister	2013-10-07	2014-04-09	PoGB	-	-	-	-
GB	NickyMorgan	minister	2014-04-09	2014-07-15	PoGB	-	-	-	-
GB	NickyMorgan	minister	2014-07-15	2016-07-13	PoGB	-	-	-	-
GB	NickyMorgan	minister	2019-07-24	2020-02-13	PoGB	-	-	-	-
GB	AngelaSmith	minister	2001-06-12	2002-06-13	PoGB	-	-	-	-
GB	AngelaSmith	minister	2002-10-14	2006-05-05	PoGB	-	-	-	-
GB	AngelaSmith	minister	2006-05-05	2007-06-28	PoGB	-	-	-	-
GB	AngelaSmith	minister	2009-06-09	2010-05-06	PoGB	-	-	-	-
GB	EdwardBalls	minister	2006-05-05	2007-06-28	PoGB	-	-	-	-
GB	EdwardBalls	minister	2007-06-28	2010-05-06	PoGB	-	-	-	-
GB	VictoriaFord	minister	2020-02-13	-	PoGB	-	-	-	-
GB	AlexanderBeresford	minister	1994-07-20	1997-05-02	PoGB	-	-	-	-
GB	JeremyHunt	minister	2010-05-12	2012-09-06	PoGB	-	-	-	-
GB	JeremyHunt	minister	2012-09-06	2018-01-08	PoGB	-	-	-	-
GB	JeremyHunt	minister	2018-01-08	2018-07-09	PoGB	-	-	-	-
GB	JeremyHunt	minister	2018-07-09	2019-07-24	PoGB	-	-	-	-
GB	CharlotteVere	minister	2016-12-21	2019-07-26	PoGB	-	-	-	-
GB	CharlotteVere	minister	2019-04-23	-	PoGB	-	-	-	-
GB	NormanLamont	minister	1979-05-07	1981-09-05	PoGB	-	-	-	-
GB	NormanLamont	minister	1981-09-14	1983-06-12	PoGB	-	-	-	-
GB	NormanLamont	minister	1983-06-13	1985-09-02	PoGB	-	-	-	-
GB	NormanLamont	minister	1985-09-02	1986-05-20	PoGB	-	-	-	-
GB	NormanLamont	minister	1986-05-21	1989-07-23	PoGB	-	-	-	-
GB	NormanLamont	minister	1989-07-24	1990-11-28	PoGB	-	-	-	-
GB	NormanLamont	minister	1990-11-28	1993-05-27	PoGB	-	-	-	-
GB	MargaretBeckett	minister	1975-01-01	1976-01-01	PoGB	-	-	-	-
GB	MargaretBeckett	minister	1976-01-01	1979-01-01	PoGB	-	-	-	-
GB	MargaretBeckett	minister	1997-05-02	1998-07-27	PoGB	-	-	-	-
GB	MargaretBeckett	minister	1998-07-27	2001-06-08	PoGB	-	-	-	-
GB	MargaretBeckett	minister	2001-06-08	2006-05-05	PoGB	-	-	-	-
GB	MargaretBeckett	minister	2006-05-05	2007-06-28	PoGB	-	-	-	-
GB	MargaretBeckett	minister	2008-10-03	2009-06-05	PoGB	-	-	-	-
GB	GregoryClark	minister	2010-05-13	2012-09-06	PoGB	-	-	-	-
GB	GregoryClark	minister	2011-07-19	2012-09-06	PoGB	-	-	-	-
GB	GregoryClark	minister	2012-09-06	2013-10-07	PoGB	-	-	-	-
GB	GregoryClark	minister	2013-10-07	2015-03-30	PoGB	-	-	-	-
GB	GregoryClark	minister	2014-07-15	2015-05-08	PoGB	-	-	-	-
GB	GregoryClark	minister	2015-05-08	2016-07-14	PoGB	-	-	-	-
GB	GregoryClark	minister	2016-07-14	2019-07-24	PoGB	-	-	-	-
GB	ZacGoldsmith	minister	2019-07-27	2019-09-10	PoGB	-	-	-	-
GB	ZacGoldsmith	minister	2019-09-10	2020-02-13	PoGB	-	-	-	-
GB	ZacGoldsmith	minister	2020-02-13	2020-09-02	PoGB	-	-	-	-
GB	ZacGoldsmith	minister	2020-09-02	-	PoGB	-	-	-	-
GB	PaulMurphy	minister	1997-05-01	1999-07-29	PoGB	-	-	-	-
GB	PaulMurphy	minister	1999-07-29	2002-10-24	PoGB	-	-	-	-
GB	PaulMurphy	minister	2002-10-24	2005-05-06	PoGB	-	-	-	-
GB	PaulMurphy	minister	2008-01-25	2009-06-05	PoGB	-	-	-	-
GB	RogerEdwards	minister	1979-05-05	1987-06-12	PoGB	-	-	-	-
GB	JamesHowarth	minister	2010-05-17	2012-09-06	PoGB	-	-	-	-
GB	JamesWallace	minister	2010-05-12	2015-05-07	PoGB	-	-	-	-
GB	JamesWallace	minister	2013-10-15	2015-05-07	PoGB	-	-	-	-
GB	LukeHall	minister	2019-07-27	2020-09-08	PoGB	-	-	-	-
GB	LukeHall	minister	2020-09-08	-	PoGB	-	-	-	-
GB	LynneFeatherstone	minister	2010-05-12	2011-04-26	PoGB	-	-	-	-
GB	LynneFeatherstone	minister	2010-05-17	2012-09-06	PoGB	-	-	-	-
GB	LynneFeatherstone	minister	2012-09-06	2014-11-04	PoGB	-	-	-	-
GB	LynneFeatherstone	minister	2014-11-04	2015-05-08	PoGB	-	-	-	-
GB	PaulScully	minister	2020-02-13	-	PoGB	-	-	-	-
GB	IanLang	minister	1981-09-30	1983-06-10	PoGB	-	-	-	-
GB	IanLang	minister	1983-06-11	1986-02-01	PoGB	-	-	-	-
GB	IanLang	minister	1986-01-31	1986-09-10	PoGB	-	-	-	-
GB	IanLang	minister	1986-09-10	1987-06-13	PoGB	-	-	-	-
GB	IanLang	minister	1987-06-13	1990-11-28	PoGB	-	-	-	-
GB	IanLang	minister	1990-11-28	1995-07-04	PoGB	-	-	-	-
GB	IanLang	minister	1995-07-05	1997-05-01	PoGB	-	-	-	-
GB	GavinWilliamson	minister	2016-07-14	2017-11-02	PoGB	-	-	-	-
GB	GavinWilliamson	minister	2017-11-02	2019-05-01	PoGB	-	-	-	-
GB	GavinWilliamson	minister	2019-07-24	-	PoGB	-	-	-	-
GB	JulianSmith	minister	2015-05-13	2016-07-17	PoGB	-	-	-	-
GB	JulianSmith	minister	2016-07-17	2017-06-13	PoGB	-	-	-	-
GB	JulianSmith	minister	2017-06-13	2017-11-02	PoGB	-	-	-	-
GB	JulianSmith	minister	2017-11-02	2019-07-24	PoGB	-	-	-	-
GB	JulianSmith	minister	2019-07-24	2020-02-13	PoGB	-	-	-	-
GB	JamesDouglasHamilton	minister	1979-05-07	1981-10-01	PoGB	-	-	-	-
GB	JamesDouglasHamilton	minister	1987-06-13	1995-07-06	PoGB	-	-	-	-
GB	JamesDouglasHamilton	minister	1995-01-01	1997-01-01	PoGB	-	-	-	-
GB	AndrewDunlop	minister	2015-05-14	2017-06-14	PoGB	-	-	-	-
GB	AndrewDunlop	minister	2016-07-17	2017-06-14	PoGB	-	-	-	-
GB	MiriamDavies	minister	2018-01-09	2019-07-25	PoGB	-	-	-	-
GB	MiriamDavies	minister	2018-07-26	2018-11-05	PoGB	-	-	-	-
GB	MiriamDavies	minister	2018-11-05	2019-07-25	PoGB	-	-	-	-
GB	MiriamDavies	minister	2019-07-25	-	PoGB	-	-	-	-
GB	RoderickStewart	minister	2015-05-08	2016-07-17	PoGB	-	-	-	-
GB	RoderickStewart	minister	2016-07-17	2017-06-13	PoGB	-	-	-	-
GB	RoderickStewart	minister	2017-06-13	2018-01-09	PoGB	-	-	-	-
GB	RoderickStewart	minister	2018-01-09	2019-05-01	PoGB	-	-	-	-
GB	RoderickStewart	minister	2019-05-01	2019-07-24	PoGB	-	-	-	-
GB	AnneMcGuire	minister	1998-07-28	2001-05-14	PoGB	-	-	-	-
GB	AnneMcGuire	minister	2001-06-11	2002-05-28	PoGB	-	-	-	-
GB	AnneMcGuire	minister	2002-05-28	2003-06-13	PoGB	-	-	-	-
GB	AnneMcGuire	minister	2003-06-13	2005-05-10	PoGB	-	-	-	-
GB	AnneMcGuire	minister	2005-05-10	2008-10-05	PoGB	-	-	-	-
GB	SimonClarke	minister	2019-07-27	2020-02-13	PoGB	-	-	-	-
GB	SimonClarke	minister	2020-02-13	2020-09-08	PoGB	-	-	-	-
GB	DavidLammy	minister	2002-05-29	2003-06-13	PoGB	-	-	-	-
GB	DavidLammy	minister	2003-06-13	2005-05-10	PoGB	-	-	-	-
GB	DavidLammy	minister	2005-05-10	2007-06-28	PoGB	-	-	-	-
GB	DavidLammy	minister	2007-06-29	2008-10-05	PoGB	-	-	-	-
GB	DavidLammy	minister	2008-10-05	2009-06-05	PoGB	-	-	-	-
GB	DavidLammy	minister	2009-06-09	2010-05-06	PoGB	-	-	-	-
GB	TraceyCrouch	minister	2015-05-08	2017-07-03	PoGB	-	-	-	-
GB	TraceyCrouch	minister	2017-07-03	2018-11-01	PoGB	-	-	-	-
GB	JenniferWillott	minister	2012-02-03	2012-09-06	PoGB	-	-	-	-
GB	JenniferWillott	minister	2012-09-06	2014-11-04	PoGB	-	-	-	-
GB	JenniferWillott	minister	2013-12-20	2014-06-30	PoGB	-	-	-	-
GB	RishiSunak	minister	2018-01-09	2019-07-24	PoGB	-	-	-	-
GB	RishiSunak	minister	2019-07-24	2020-02-13	PoGB	-	-	-	-
GB	RishiSunak	minister	2020-02-13	-	PoGB	-	-	-	-
GB	AlexanderJohnson	minister	2016-07-13	2018-07-09	PoGB	-	-	-	-
GB	GrantShapps	minister	2010-05-13	2012-09-06	PoGB	-	-	-	-
GB	GrantShapps	minister	2012-09-06	2015-05-08	PoGB	-	-	-	-
GB	GrantShapps	minister	2015-05-08	2015-11-28	PoGB	-	-	-	-
GB	GrantShapps	minister	2015-07-15	2015-10-26	PoGB	-	-	-	-
GB	GrantShapps	minister	2019-07-24	-	PoGB	-	-	-	-
GB	JohnRedwood	minister	1989-07-26	1990-11-02	PoGB	-	-	-	-
GB	JohnRedwood	minister	1990-01-01	1992-01-01	PoGB	-	-	-	-
GB	JohnRedwood	minister	1992-04-15	1993-05-26	PoGB	-	-	-	-
GB	JohnRedwood	minister	1993-07-20	1995-07-04	PoGB	-	-	-	-
GB	StephenTwigg	minister	2001-06-11	2002-05-30	PoGB	-	-	-	-
GB	StephenTwigg	minister	2002-05-30	2004-12-16	PoGB	-	-	-	-
GB	StephenTwigg	minister	2004-12-16	2005-05-05	PoGB	-	-	-	-
GB	StephenJones	minister	1974-03-07	1979-05-04	PoGB	-	-	-	-
GB	MichaelPrisk	minister	2010-05-13	2012-09-06	PoGB	-	-	-	-
GB	MichaelPrisk	minister	2012-09-06	2013-10-07	PoGB	-	-	-	-
GB	MichelleDonelan	minister	2018-07-26	2019-07-29	PoGB	-	-	-	-
GB	MichelleDonelan	minister	2019-07-29	2020-02-13	PoGB	-	-	-	-
GB	MichelleDonelan	minister	2019-09-04	2020-02-13	PoGB	-	-	-	-
GB	MichelleDonelan	minister	2020-02-13	-	PoGB	-	-	-	-
GB	AnnMcKechin	minister	2008-09-16	2010-05-06	PoGB	-	-	-	-
GB	NusratUlGhani	minister	2018-01-09	2019-07-11	PoGB	-	-	-	-
GB	NusratUlGhani	minister	2019-07-11	2019-12-17	PoGB	-	-	-	-
GB	NicholasTrue	minister	2020-02-13	-	PoGB	-	-	-	-
GB	AnnaSoubry	minister	2012-09-06	2013-10-07	PoGB	-	-	-	-
GB	AnnaSoubry	minister	2013-10-07	2014-07-15	PoGB	-	-	-	-
GB	AnnaSoubry	minister	2014-07-15	2015-05-08	PoGB	-	-	-	-
GB	AnnaSoubry	minister	2015-05-08	2016-07-15	PoGB	-	-	-	-
GB	StephenBrine	minister	2016-07-17	2017-06-14	PoGB	-	-	-	-
GB	StephenBrine	minister	2017-06-14	2018-01-08	PoGB	-	-	-	-
GB	StephenBrine	minister	2018-01-08	2019-03-25	PoGB	-	-	-	-
GB	KarenBuck	minister	2005-05-10	2006-03-16	PoGB	-	-	-	-
GB	AlexanderRandall	minister	2010-05-12	2013-10-07	PoGB	-	-	-	-
GB	JamesDuddridge	minister	2010-05-12	2012-09-06	PoGB	-	-	-	-
GB	JamesDuddridge	minister	2014-08-11	2016-07-17	PoGB	-	-	-	-
GB	JamesDuddridge	minister	2019-07-27	2020-02-13	PoGB	-	-	-	-
GB	JamesDuddridge	minister	2020-02-13	2020-09-02	PoGB	-	-	-	-
GB	JamesDuddridge	minister	2020-09-02	-	PoGB	-	-	-	-
GB	MarkLancaster	minister	2012-09-06	2015-05-08	PoGB	-	-	-	-
GB	MarkLancaster	minister	2015-05-08	2017-06-13	PoGB	-	-	-	-
GB	MarkLancaster	minister	2017-06-13	2019-12-12	PoGB	-	-	-	-
GB	MartinCallanan	minister	2017-06-14	2017-10-27	PoGB	-	-	-	-
GB	MartinCallanan	minister	2017-10-27	2020-02-12	PoGB	-	-	-	-
GB	MartinCallanan	minister	2020-02-13	-	PoGB	-	-	-	-
GB	BenjaminBradshaw	minister	2001-06-11	2002-05-28	PoGB	-	-	-	-
GB	BenjaminBradshaw	minister	2002-05-29	2003-06-13	PoGB	-	-	-	-
GB	BenjaminBradshaw	minister	2003-06-13	2006-11-10	PoGB	-	-	-	-
GB	BenjaminBradshaw	minister	2006-11-10	2007-06-28	PoGB	-	-	-	-
GB	BenjaminBradshaw	minister	2007-06-28	2009-06-05	PoGB	-	-	-	-
GB	BenjaminBradshaw	minister	2007-06-29	2009-06-09	PoGB	-	-	-	-
GB	BenjaminBradshaw	minister	2009-06-05	2010-05-06	PoGB	-	-	-	-
GB	DamianHinds	minister	2014-07-15	2015-03-30	PoGB	-	-	-	-
GB	DamianHinds	minister	2015-05-08	2016-07-15	PoGB	-	-	-	-
GB	DamianHinds	minister	2016-07-15	2018-01-08	PoGB	-	-	-	-
GB	DamianHinds	minister	2018-01-08	2019-07-24	PoGB	-	-	-	-
GB	NicholasBourne	minister	2014-08-13	2016-07-17	PoGB	-	-	-	-
GB	NicholasBourne	minister	2015-05-12	2016-07-17	PoGB	-	-	-	-
GB	NicholasBourne	minister	2016-07-17	2018-01-08	PoGB	-	-	-	-
GB	NicholasBourne	minister	2017-06-14	2017-10-27	PoGB	-	-	-	-
GB	NicholasBourne	minister	2017-10-27	2019-07-24	PoGB	-	-	-	-
GB	NicholasBourne	minister	2018-01-08	2019-07-24	PoGB	-	-	-	-
GB	JamesOShaughnessy	minister	2016-12-21	2017-06-20	PoGB	-	-	-	-
GB	JamesOShaughnessy	minister	2018-01-08	2018-12-31	PoGB	-	-	-	-
GB	JohnReid	minister	1997-05-06	1998-07-27	PoGB	-	-	-	-
GB	JohnReid	minister	1998-07-27	1999-05-17	PoGB	-	-	-	-
GB	JohnReid	minister	1999-05-17	2001-01-25	PoGB	-	-	-	-
GB	JohnReid	minister	2001-01-25	2002-10-24	PoGB	-	-	-	-
GB	JohnReid	minister	2002-10-24	2003-04-04	PoGB	-	-	-	-
GB	JohnReid	minister	2003-04-04	2003-06-12	PoGB	-	-	-	-
GB	JohnReid	minister	2003-06-12	2005-05-06	PoGB	-	-	-	-
GB	JohnReid	minister	2005-05-06	2006-05-05	PoGB	-	-	-	-
GB	JohnReid	minister	2006-05-05	2007-06-28	PoGB	-	-	-	-
GB	ChristopherSkidmore	minister	2016-07-17	2018-01-08	PoGB	-	-	-	-
GB	ChristopherSkidmore	minister	2018-12-05	2019-07-24	PoGB	-	-	-	-
GB	ChristopherSkidmore	minister	2019-07-24	2019-09-10	PoGB	-	-	-	-
GB	ChristopherSkidmore	minister	2019-09-10	2020-02-13	PoGB	-	-	-	-
GB	MelvynStride	minister	2014-07-15	2015-03-30	PoGB	-	-	-	-
GB	MelvynStride	minister	2015-05-13	2016-07-17	PoGB	-	-	-	-
GB	MelvynStride	minister	2016-07-18	2017-06-12	PoGB	-	-	-	-
GB	MelvynStride	minister	2017-06-12	2019-05-23	PoGB	-	-	-	-
GB	MelvynStride	minister	2019-05-23	2019-07-24	PoGB	-	-	-	-
GB	AlistairDarling	minister	1997-05-03	1998-07-27	PoGB	-	-	-	-
GB	AlistairDarling	minister	1998-07-27	2001-06-08	PoGB	-	-	-	-
GB	AlistairDarling	minister	2001-06-08	2002-05-29	PoGB	-	-	-	-
GB	AlistairDarling	minister	2002-05-29	2006-05-05	PoGB	-	-	-	-
GB	AlistairDarling	minister	2003-06-12	2006-05-05	PoGB	-	-	-	-
GB	AlistairDarling	minister	2006-05-05	2007-06-28	PoGB	-	-	-	-
GB	AlistairDarling	minister	2007-06-28	2010-05-06	PoGB	-	-	-	-
GB	FrankRoy	minister	2005-05-10	2006-05-05	PoGB	-	-	-	-
GB	FrankRoy	minister	2006-05-05	2010-05-06	PoGB	-	-	-	-
GB	ChloeSmith	minister	2010-05-12	2011-10-14	PoGB	-	-	-	-
GB	ChloeSmith	minister	2011-10-14	2012-09-06	PoGB	-	-	-	-
GB	ChloeSmith	minister	2012-09-06	2013-10-07	PoGB	-	-	-	-
GB	ChloeSmith	minister	2017-06-14	2018-01-09	PoGB	-	-	-	-
GB	ChloeSmith	minister	2017-06-15	2018-01-09	PoGB	-	-	-	-
GB	ChloeSmith	minister	2018-01-09	2020-02-13	PoGB	-	-	-	-
GB	ChloeSmith	minister	2020-02-13	-	PoGB	-	-	-	-
GB	ThomasGalbraith	minister	1988-08-12	1989-07-24	PoGB	-	-	-	-
GB	ThomasGalbraith	minister	1989-07-26	1990-07-24	PoGB	-	-	-	-
GB	ThomasGalbraith	minister	1990-09-07	1992-11-28	PoGB	-	-	-	-
GB	ThomasGalbraith	minister	1992-07-26	1993-09-07	PoGB	-	-	-	-
GB	ThomasGalbraith	minister	1993-01-11	1994-07-20	PoGB	-	-	-	-
GB	ThomasGalbraith	minister	1994-07-20	1997-04-08	PoGB	-	-	-	-
GB	ThomasGalbraith	minister	2010-05-12	2013-01-07	PoGB	-	-	-	-
GB	SajidJavid	minister	2012-09-06	2013-10-07	PoGB	-	-	-	-
GB	SajidJavid	minister	2013-10-07	2014-04-09	PoGB	-	-	-	-
GB	SajidJavid	minister	2014-04-09	2015-05-08	PoGB	-	-	-	-
GB	SajidJavid	minister	2015-05-08	2016-07-14	PoGB	-	-	-	-
GB	SajidJavid	minister	2016-07-14	2018-01-08	PoGB	-	-	-	-
GB	SajidJavid	minister	2018-01-08	2018-04-30	PoGB	-	-	-	-
GB	SajidJavid	minister	2018-04-30	2019-07-24	PoGB	-	-	-	-
GB	SajidJavid	minister	2019-07-24	2020-02-13	PoGB	-	-	-	-
GB	AlexanderChalk	minister	2020-02-13	-	PoGB	-	-	-	-
GB	RichardHarrington	minister	2015-09-14	2016-07-17	PoGB	-	-	-	-
GB	RichardHarrington	minister	2016-07-17	2017-06-14	PoGB	-	-	-	-
GB	RichardHarrington	minister	2017-06-14	2019-03-25	PoGB	-	-	-	-
GB	WinifredTaylor	minister	1977-01-19	1979-05-04	PoGB	-	-	-	-
GB	WinifredTaylor	minister	1997-05-03	1998-07-26	PoGB	-	-	-	-
GB	WinifredTaylor	minister	1998-07-27	2001-06-07	PoGB	-	-	-	-
GB	WinifredTaylor	minister	2007-11-07	2008-10-05	PoGB	-	-	-	-
GB	WinifredTaylor	minister	2008-10-05	2010-05-06	PoGB	-	-	-	-
GB	WinifredTaylor	minister	2009-06-08	2010-05-06	PoGB	-	-	-	-
GB	WilliamWaldegrave	minister	1981-09-15	1983-06-13	PoGB	-	-	-	-
GB	WilliamWaldegrave	minister	1983-06-13	1985-09-02	PoGB	-	-	-	-
GB	WilliamWaldegrave	minister	1985-09-02	1986-09-09	PoGB	-	-	-	-
GB	WilliamWaldegrave	minister	1986-09-10	1987-06-12	PoGB	-	-	-	-
GB	WilliamWaldegrave	minister	1987-06-13	1988-07-24	PoGB	-	-	-	-
GB	WilliamWaldegrave	minister	1988-07-26	1990-11-02	PoGB	-	-	-	-
GB	WilliamWaldegrave	minister	1990-11-02	1992-04-09	PoGB	-	-	-	-
GB	WilliamWaldegrave	minister	1992-04-10	1994-07-20	PoGB	-	-	-	-
GB	WilliamWaldegrave	minister	1994-07-20	1995-07-04	PoGB	-	-	-	-
GB	WilliamWaldegrave	minister	1995-07-05	1997-05-01	PoGB	-	-	-	-
GB	ValerieAmos	minister	2001-06-12	2003-05-12	PoGB	-	-	-	-
GB	ValerieAmos	minister	2003-05-12	2003-10-06	PoGB	-	-	-	-
GB	ValerieAmos	minister	2003-10-06	2007-06-28	PoGB	-	-	-	-
GB	AndrewStephenson	minister	2017-06-15	2018-01-09	PoGB	-	-	-	-
GB	AndrewStephenson	minister	2018-01-09	2018-07-26	PoGB	-	-	-	-
GB	AndrewStephenson	minister	2018-07-26	2019-04-04	PoGB	-	-	-	-
GB	AndrewStephenson	minister	2019-04-04	2019-07-25	PoGB	-	-	-	-
GB	AndrewStephenson	minister	2019-07-25	2020-02-13	PoGB	-	-	-	-
GB	AndrewStephenson	minister	2020-02-13	-	PoGB	-	-	-	-
GB	ElizabethAndrews	minister	2002-01-01	2005-05-10	PoGB	-	-	-	-
GB	ElizabethAndrews	minister	2005-05-10	2006-05-05	PoGB	-	-	-	-
GB	ElizabethAndrews	minister	2006-05-05	2009-06-05	PoGB	-	-	-	-
GB	SarahTeather	minister	2010-05-13	2012-09-06	PoGB	-	-	-	-
GB	SimonKirby	minister	2015-05-13	2016-07-17	PoGB	-	-	-	-
GB	SimonKirby	minister	2016-07-17	2017-05-03	PoGB	-	-	-	-
GB	NormanTebbit	minister	1979-05-07	1981-01-05	PoGB	-	-	-	-
GB	NormanTebbit	minister	1981-01-05	1981-09-14	PoGB	-	-	-	-
GB	NormanTebbit	minister	1981-09-14	1983-10-15	PoGB	-	-	-	-
GB	NormanTebbit	minister	1983-10-16	1985-09-01	PoGB	-	-	-	-
GB	NormanTebbit	minister	1985-09-03	1987-06-12	PoGB	-	-	-	-
GB	RobertJenrick	minister	2018-01-09	2019-07-24	PoGB	-	-	-	-
GB	RobertJenrick	minister	2019-07-24	-	PoGB	-	-	-	-
GB	DawnButler	minister	2008-09-12	2010-05-06	PoGB	-	-	-	-
GB	DawnButler	minister	2009-10-30	2010-05-06	PoGB	-	-	-	-
GB	JamesKnight	minister	2005-05-10	2006-05-05	PoGB	-	-	-	-
GB	JamesKnight	minister	2006-05-05	2007-06-28	PoGB	-	-	-	-
GB	JamesKnight	minister	2007-06-29	2009-06-09	PoGB	-	-	-	-
GB	JamesKnight	minister	2009-06-09	2010-05-06	PoGB	-	-	-	-
GB	ShaunWoodward	minister	2005-05-10	2006-05-05	PoGB	-	-	-	-
GB	ShaunWoodward	minister	2006-05-05	2007-06-28	PoGB	-	-	-	-
GB	ShaunWoodward	minister	2007-06-28	2010-05-06	PoGB	-	-	-	-
GB	GeorgeHowarth	minister	1997-05-06	1999-07-29	PoGB	-	-	-	-
GB	GeorgeHowarth	minister	1999-07-29	2001-06-07	PoGB	-	-	-	-
GB	HazelBlears	minister	2001-06-11	2003-06-13	PoGB	-	-	-	-
GB	HazelBlears	minister	2003-06-13	2006-05-05	PoGB	-	-	-	-
GB	HazelBlears	minister	2006-05-05	2007-06-28	PoGB	-	-	-	-
GB	HazelBlears	minister	2007-06-28	2009-06-05	PoGB	-	-	-	-
GB	JeremyBrowne	minister	2010-05-13	2012-09-06	PoGB	-	-	-	-
GB	JeremyBrowne	minister	2012-09-06	2013-10-07	PoGB	-	-	-	-
GB	ChristineCrawley	minister	2002-01-01	2008-10-05	PoGB	-	-	-	-
GB	SharonHodgson	minister	2009-06-10	2010-05-06	PoGB	-	-	-	-
GB	CharlesEustice	minister	2013-10-07	2015-05-08	PoGB	-	-	-	-
GB	CharlesEustice	minister	2015-05-08	2019-02-28	PoGB	-	-	-	-
GB	CharlesEustice	minister	2019-07-25	2020-02-13	PoGB	-	-	-	-
GB	CharlesEustice	minister	2020-02-13	-	PoGB	-	-	-	-
GB	AlanWest	minister	2007-06-29	2010-05-06	PoGB	-	-	-	-
GB	FrankDobson	minister	1997-05-03	1999-10-10	PoGB	-	-	-	-
GB	ThomasKing	minister	1979-05-06	1983-01-05	PoGB	-	-	-	-
GB	ThomasKing	minister	1983-01-06	1983-06-10	PoGB	-	-	-	-
GB	ThomasKing	minister	1983-06-11	1983-10-16	PoGB	-	-	-	-
GB	ThomasKing	minister	1983-10-16	1985-09-01	PoGB	-	-	-	-
GB	ThomasKing	minister	1985-09-03	1989-07-23	PoGB	-	-	-	-
GB	ThomasKing	minister	1989-07-28	1992-04-09	PoGB	-	-	-	-
GB	VictoriaAtkins	minister	2017-11-09	-	PoGB	-	-	-	-
GB	VictoriaAtkins	minister	2018-01-16	2020-02-13	PoGB	-	-	-	-
GB	ElizabethSugg	minister	2017-06-20	2017-10-27	PoGB	-	-	-	-
GB	ElizabethSugg	minister	2017-10-27	2019-04-23	PoGB	-	-	-	-
GB	ElizabethSugg	minister	2019-04-23	2020-09-02	PoGB	-	-	-	-
GB	ElizabethSugg	minister	2020-02-13	2020-09-02	PoGB	-	-	-	-
GB	ElizabethSugg	minister	2020-09-02	2020-11-25	PoGB	-	-	-	-
GB	OliverEden	minister	2010-05-17	2011-09-16	PoGB	-	-	-	-
GB	OliverEden	minister	2011-09-05	2012-09-06	PoGB	-	-	-	-
GB	OliverEden	minister	2016-11-21	2017-06-15	PoGB	-	-	-	-
GB	OliverEden	minister	2016-12-21	2017-06-15	PoGB	-	-	-	-
GB	OliverEden	minister	2017-10-27	2019-07-26	PoGB	-	-	-	-
GB	MichaelEllis	minister	2016-07-17	2018-01-09	PoGB	-	-	-	-
GB	MichaelEllis	minister	2018-01-09	2019-05-23	PoGB	-	-	-	-
GB	MichaelEllis	minister	2019-05-23	2019-07-26	PoGB	-	-	-	-
GB	MichaelEllis	minister	2019-07-26	-	PoGB	-	-	-	-
GB	ChristopherLeslie	minister	2001-06-11	2002-05-29	PoGB	-	-	-	-
GB	ChristopherLeslie	minister	2002-05-29	2003-06-13	PoGB	-	-	-	-
GB	ChristopherLeslie	minister	2003-06-13	2005-05-05	PoGB	-	-	-	-
GB	JohnNash	minister	2013-01-21	2017-09-28	PoGB	-	-	-	-
GB	JamesBrokenshire	minister	2010-05-13	2011-05-11	PoGB	-	-	-	-
GB	JamesBrokenshire	minister	2011-05-11	2014-02-08	PoGB	-	-	-	-
GB	JamesBrokenshire	minister	2014-02-08	2016-07-14	PoGB	-	-	-	-
GB	JamesBrokenshire	minister	2016-07-14	2018-01-08	PoGB	-	-	-	-
GB	JamesBrokenshire	minister	2018-04-30	2019-07-24	PoGB	-	-	-	-
