Country	PersonID	Role	From	To	GovtTermID	MinistryID	Name-xx	Name-en	URL	Comment
BE	MarghemMarieChristine	minister	2014-10-11	2020-10-01	-	-	
         Ministry of Energy, Environment and Sustainable Development
         94/95/96/97th cabinet
      	-	https://en.wikipedia.org/wiki/Marie-Christine_Marghem	-
BE	MarghemMarieChristine	minister	2014-10-11	2020-10-01	-	-	
         Ministry of Energy, Environment and Sustainable Development
         94/95/96/97th cabinet
      	-	https://en.wikipedia.org/wiki/Marie-Christine_Marghem	-
BE	VanQuickenborneVincent	minister	2020-10-02	-	-	-	
         Ministry of Justice and the North Sea
         98th cabinet
      	-	https://en.wikipedia.org/wiki/Vincent_Van_Quickenborne	-
BE	LalieuxKarine	minister	2020-10-02	-	-	-	
         Ministry of Pensions
         98th cabinet
      	-	https://en.wikipedia.org/wiki/Karine_Lalieux	-
BE	BellotFrançois	minister	2016-04-18	2020-10-01	-	-	
         Ministry of Mobility
         94/95/96/97th cabinet
      	-	-	-
BE	ClarinvalDavid	minister	2020-10-02	-	-	-	
         Ministry of the Small Businesses, Self-Employed, SMEs and Agriculture, Institutional Reforms and Democratic Renewal
         98th cabinet
      	-	-	-
BE	ClarinvalDavid	minister	2019-10-28	2020-10-01	-	-	
         Ministry of Budget
         96/97th cabinet
      	-	-	-
BE	VanderStraetenTinne	minister	2020-10-02	-	-	-	
         Minister of Energy
         98th cabinet
      	-	https://en.wikipedia.org/wiki/Tinne_Van_der_Straeten	-
BE	GilkinetGeorges	minister	2020-10-01	-	-	-	
         Ministry of Mobility
         98th cabinet
      	-	-	-
BE	VandenbrouckeFrank	minister	2020-10-02	-	-	-	
         Ministry of Social Affairs and Public Health
         98th cabinet
      	-	-	-
BE	LoonesSander	minister	2018-11-13	2018-12-09	-	-	
         Ministry of Defence
         94th cabinet
      	-	-	-
BE	BekeWouter	minister	2019-07-02	2019-10-02	-	-	
         Ministry of Employment, Economy, Consumer Affairs
         95th cabinet
      	-	-	-
BE	KhattabiZakia	minister	2020-10-02	-	-	-	
         Ministry of Energy, Environment and Sustainable Development
         98th cabinet
      	-	-	-
BE	VanPeteghemVincent	minister	2020-10-02	-	-	-	
         Ministry of Finance
         98th cabinet
      	-	-	-
BE	VandeputSteven	minister	2014-10-11	2018-11-12	-	-	
         Ministry of Defence
         94th cabinet
      	-	https://en.wikipedia.org/wiki/Ministry_of_Defence_(Belgium)	-
BE	KitirMeryame	minister	2020-10-02	-	-	-	
         Ministry of Development Cooperation and Urban Policy
         98th cabinet
      	-	-	-
BE	DucarmeDenis	minister	2017-07-29	2020-10-01	-	-	
         Ministry of the Small Businesses, Self-Employed, SMEs and Agriculture, Institutional Reforms and Democratic Renewal
         94/95/96/97th cabinet
      	-	-	-
BE	JambonJan	minister	2014-10-11	2018-12-09	-	-	
         Ministry of the Interior
         94th cabinet
      	-	https://en.wikipedia.org/wiki/Minister_of_the_Interior_(Belgium)	-
BE	GalantJacqueline	minister	2014-10-11	2016-04-15	-	-	
         Ministry of Mobility
         94th cabinet
      	-	https://en.wikipedia.org/wiki/De_Croo_Government	-
BE	DeBlockMaggie	minister	2014-10-11	2020-10-01	-	-	
         Ministry of Social Affairs and Public Health
         94/95/96/97th cabinet
      	-	https://en.wikipedia.org/wiki/De_Croo_Government	-
BE	VerlindenAnnelies	minister	2020-10-02	-	-	-	
         Ministry of the Interior
         98th cabinet
      	-	-	-
BE	GoffinPhilippe	minister	2019-12-01	2020-10-01	-	-	
         Ministry of Foreign Affairs
         96/97th cabinet
      	-	-	-
BE	GoffinPhilippe	minister	2019-12-01	2020-10-01	-	-	
         Ministry of Defence
         96/97th cabinet
      	-	-	-
BE	PeetersKris	minister	2014-10-11	2019-07-01	-	-	
         Ministry of Employment, Economy, Consumer Affairs
         94/95th cabinet
      	-	-	-
BE	ReyndersDidier	minister	2011-12-06	2019-11-30	-	-	
         Ministry of Foreign Affairs
         93/94/95/96th cabinet
      	-	https://en.wikipedia.org/wiki/List_of_foreign_ministers_of_Belgium	-
BE	ReyndersDidier	minister	2018-12-10	2019-11-30	-	-	
         Ministry of Defence
         95/96th cabinet
      	-	-	-
BE	VanOvertveldtJohan	minister	2014-10-11	2018-12-09	-	-	
         Ministry of Finance
         94th cabinet
      	-	https://en.wikipedia.org/wiki/Minister_of_Finance_(Belgium)	-
BE	DeSutterPetra	minister	2020-10-02	-	-	-	
         Ministry of Civil Service, Public Enterprises, Telecommunication and Postal Services
         98th cabinet
      	-	https://en.wikipedia.org/wiki/De_Croo_Government	-
BE	DeBackerPhilippe	minister	2016-04-29	2018-12-09	-	-	
         Ministry of the North Sea
         94th cabinet
      	-	https://en.wikipedia.org/wiki/Philippe_De_Backer	-
